gene	mean_case_log1p_cpm	mean_control_log1p_cpm	delta_case_minus_control	welch_t	welch_p	donor_variance	abs_delta
FSTL4	0.040328678	0.041674435	-0.0013457574	-0.062596135	0.9506325	0.004964823	0.0013457574
NYX	0.0066352156	0.007978915	-0.0013436996	-0.23715311	0.8143642	0.00039010384	0.0013436996
RP11-12M5.4	0.0018821092	0.0032251498	-0.0013430406	-0.38107657	0.7088293	7.654576e-05	0.0013430406
PDZRN3	0.0031352271	0.004478148	-0.001342921	-0.26892447	0.7916081	0.0001715632	0.001342921
NLRP9	0.001593714	0.0029356068	-0.0013418928	-0.4017263	0.69309705	8.476679e-05	0.0013418928
AC106900.6	0.08272503	0.08406622	-0.0013411865	-0.05218185	0.958955	0.005654698	0.0013411865
SLC12A1	0.0030385042	0.0043793702	-0.0013408661	-0.2751352	0.7869491	0.00016168521	0.0013408661
HIST1H3E	0.04473145	0.043396827	0.0013346225	0.08146911	0.936001	0.0021887773	0.0013346225
CCDC13-AS1	0.0018687296	0.0032016523	-0.0013329227	-0.38106677	0.708841	7.5299584e-05	0.0013329227
PGBD3	0.14217408	0.14084126	0.0013328195	0.03466677	0.9727006	0.013570586	0.0013328195
LINC01033	0.002466464	0.0037989223	-0.0013324583	-0.31923255	0.7541403	0.000110687615	0.0013324583
RP11-95L3.2	0.0037572056	0.0050894185	-0.0013322129	-0.2213812	0.8272047	0.00031981926	0.0013322129
RP5-906A24.2	0.007195796	0.008525917	-0.0013301214	-0.23055914	0.819586	0.00037740648	0.0013301214
RP11-80H5.2	0.005317186	0.006646015	-0.0013288292	-0.23493922	0.81671923	0.00029468923	0.0013288292
C10orf99	0.006951425	0.008277071	-0.0013256455	-0.18789166	0.85260636	0.0005389685	0.0013256455
RP11-507M3.1	0.009499288	0.010824079	-0.0013247905	-0.13335864	0.89547634	0.0007851259	0.0013247905
AC002115.5	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
AC068538.4	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
AC069155.1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
AC141928.1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
AZGP1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
C11orf44	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
CACNG4	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
CCL15	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
CGB7	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
CTC-498M16.4	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
CTD-2195B23.3	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
CTD-2232E5.2	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
CTD-2534I21.9	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
FABP4	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
FCAMR	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
GOLGA8G	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
GPR123	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
KCNH1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
LINC01108	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
LINC01139	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
LRRTM3	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
MIR219-2	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
OR1L6	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
OR2W1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP1-135L22.1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-1007G5.2	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-1055B8.2	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-161I2.1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-16L9.4	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-236J17.6	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-259O18.4	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-283G6.4	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-302L19.1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-413G15.1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-414H23.3	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-434D2.7	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-67C2.2	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-67M9.1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
RP11-725D20.1	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
ST8SIA3	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
TCEB3C	0.0013246647	0.0	0.0013246647	1.0	0.32481232	4.342973e-05	0.0013246647
NPHP3-AS1	0.042799704	0.044123456	-0.0013237521	-0.09575692	0.92479527	0.0015844732	0.0013237521
CTD-3065B20.3	0.013448971	0.014772113	-0.0013231421	-0.17733204	0.8605144	0.0007113327	0.0013231421
RP1-69M21.2	0.0057008388	0.0043793702	0.0013214685	0.25178385	0.8038466	0.00025487706	0.0013214685
RCOR2	0.024145061	0.022825204	0.0013198573	0.09221477	0.9276368	0.0015735263	0.0013198573
DTNA	0.26733282	0.26601565	0.0013171732	0.025916796	0.979603	0.022465972	0.0013171732
IL22RA2	0.0023302024	0.0036467428	-0.0013165404	-0.32778242	0.7477579	0.00010394042	0.0013165404
RP11-744K17.2	0.0045154025	0.0032016523	0.0013137502	0.34821752	0.7316262	0.00012437686	0.0013137502
RP11-431K24.1	0.036389694	0.035076737	0.0013129562	0.10321415	0.918548	0.0020128293	0.0013129562
TCEA2	2.9205995	2.9219122	-0.0013127327	-0.016551172	0.986944	0.06526893	0.0013127327
SEMA4G	0.07660745	0.077919	-0.001311548	-0.05426627	0.9575135	0.0033654098	0.001311548
AC007679.3	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
AC068286.1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
AC073321.3	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
AC104623.2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
AC110792.1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
AC130710.1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
AF064858.10	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
ASB3	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
CTC-329D1.3	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
CTD-3037G24.3	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
GCGR	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
HNF4A-AS1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
HOXA11	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
HSFX2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
LINC00675	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
LINC00696	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
MLIP-AS1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
NRAP	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
OR10K2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
PRRX2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-126O1.2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-171A24.3	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-231K24.2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-262I2.2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-274H2.3	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-33A14.1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-474D1.2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-490E15.2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-62C3.6	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-707P17.2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-70F11.7	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-751H17.1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-96O20.4	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP5-907D15.3	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
ST8SIA2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
TEX15	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
TLL1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
USP12-AS1	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
ZIC2	0.0013112851	0.0	0.0013112851	1.0	0.32481232	4.2556843e-05	0.0013112851
RP11-282I1.1	0.014078317	0.012768472	0.0013098456	0.15029518	0.8817398	0.00087961974	0.0013098456
COL6A6	0.003782103	0.0050894185	-0.0013073154	-0.2370556	0.8161326	0.00017736862	0.0013073154
RP11-17L5.4	0.0037822376	0.0050894185	-0.0013071808	-0.2171473	0.8304519	0.00032041414	0.0013071808
MYOT	0.008888174	0.0075810226	0.0013071513	0.2104771	0.8354523	0.00036176376	0.0013071513
RP11-35O15.1	0.103420414	0.10211393	0.0013064817	0.04949686	0.9610883	0.005683667	0.0013064817
RP11-725P16.2	0.0037222898	0.005028402	-0.0013061122	-0.31138638	0.7586122	0.00017348562	0.0013061122
RP1-20B21.4	0.0045877127	0.0058917175	-0.0013040048	-0.27328393	0.7879406	0.0001805991	0.0013040048
RP11-7N14.1	0.0030777166	0.0043793702	-0.0013016537	-0.26467687	0.79472977	0.00017234568	0.0013016537
ZNF645	0.003567996	0.0022666452	0.0013013508	0.3863155	0.70170635	0.00016597217	0.0013013508
RP11-627J17.1	0.003567519	0.0022666452	0.0013008737	0.38687572	0.701303	0.00016496176	0.0013008737
AC010969.1	0.0022403894	0.0035405592	-0.0013001699	-0.31031364	0.7597587	0.0001556578	0.0013001699
CTC-558O2.1	0.0022403894	0.0035405592	-0.0013001699	-0.31031364	0.7597587	0.0001556578	0.0013001699
DUXA	0.0022403894	0.0035405592	-0.0013001699	-0.31031364	0.7597587	0.0001556578	0.0013001699
CTD-3064H18.4	0.021681273	0.020381382	0.0012998916	0.11577384	0.9091335	0.0010533287	0.0012998916
AC006196.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
AC012668.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
ADCYAP1R1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
C1orf185	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
C9orf173	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
CTC-360P9.3	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
CTD-2528A14.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
HOXB-AS4	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
ISL1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
KRT24	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
LINC00319	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
LINC00614	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
MMD2	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
OR4N2	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
PLS1-AS1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
POU4F3	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-1028N23.2	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-1148L6.5	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-12A16.3	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-141A19.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-148E17.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-190J23.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-21J7.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-272D12.2	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-410C4.5	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-424I19.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-465L8.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-501E14.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-554D14.7	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-579D7.2	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP11-798K23.4	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP13-43E11.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP3-454B23.1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
RP5-1029K10.2	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
WFDC8	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
ZNF630-AS1	0.0012991359	0.0	0.0012991359	1.0	0.32481232	4.177191e-05	0.0012991359
MNX1	0.0077237017	0.006426802	0.0012968997	0.20570587	0.83830184	0.00056755485	0.0012968997
AC004840.8	0.0019293069	0.0032251498	-0.0012958429	-0.3448072	0.73429596	0.00011834181	0.0012958429
RP11-552F3.4	0.0053503467	0.006646015	-0.0012956685	-0.23955193	0.81359977	0.00022746318	0.0012956685
LPA	0.004835656	0.0035405592	0.0012950967	0.28714934	0.7765162	0.00022409551	0.0012950967
FIZ1	1.0649967	1.0662901	-0.0012934208	-0.029845186	0.97637993	0.026001122	0.0012934208
DLX4	0.30574772	0.30704102	-0.0012933016	-0.048961263	0.9612053	0.011417917	0.0012933016
RP11-519G16.2	0.0154824965	0.014190787	0.001291709	0.12542564	0.9016261	0.0008665102	0.001291709
LINC00398	0.0050035017	0.006294374	-0.0012908722	-0.18963458	0.85240525	0.00026665864	0.0012908722
RP11-22A3.2	0.035113126	0.033824477	0.0012886487	0.08697875	0.93125165	0.0029998226	0.0012886487
SYT7	0.0037398692	0.005028402	-0.0012885327	-0.29916656	0.7675577	0.00019697922	0.0012885327
RP1-30M3.6	0.061211195	0.059923336	0.0012878589	0.090051025	0.929071	0.0021022155	0.0012878589
STAG1	3.0032082	3.0019228	0.0012853146	0.034045048	0.9732027	0.012603751	0.0012853146
AC002398.13	0.0005574446	0.001841656	-0.0012842114	-0.66740954	0.5172598	1.6624157e-05	0.0012842114
CDRT15L2	0.0005574446	0.001841656	-0.0012842114	-0.66740954	0.5172598	1.6624157e-05	0.0012842114
RP11-324I22.2	0.013993323	0.012710449	0.0012828736	0.14667618	0.884875	0.00071715954	0.0012828736
AKR1B10	0.0069141495	0.0056333547	0.0012807949	0.26103175	0.79647815	0.0002520251	0.0012807949
CYP1A2	0.0065741944	0.0052944478	0.0012797466	0.25706762	0.7989938	0.00031655133	0.0012797466
ADPRHL2	2.608428	2.6071503	0.0012776852	0.015917242	0.9874181	0.07913175	0.0012776852
RP11-399K21.10	0.004139098	0.005416685	-0.0012775869	-0.20813178	0.83773834	0.00028015906	0.0012775869
AC012074.2	0.07621524	0.07748994	-0.0012747049	-0.057578094	0.9546735	0.004513162	0.0012747049
RP11-661D19.3	0.0066893157	0.0054164603	0.0012728553	0.25856975	0.79803574	0.00028664345	0.0012728553
AGMO	0.00656693	0.0052944478	0.0012724823	0.2594369	0.7972524	0.00029871738	0.0012724823
RP11-1085N6.3	0.0019293069	0.0032016523	-0.0012723454	-0.3403794	0.7375446	0.00011794392	0.0012723454
RP11-347H15.4	0.0019293069	0.0032016523	-0.0012723454	-0.3403794	0.7375446	0.00011794392	0.0012723454
DUOXA2	0.0033630817	0.0020927952	0.0012702865	0.3844326	0.70288044	0.00017209217	0.0012702865
RP11-141M1.1	0.008914844	0.007648861	0.0012659831	0.23134929	0.8188802	0.00035463244	0.0012659831
H1FNT	0.0031071487	0.001841656	0.0012654926	0.43509063	0.66604835	0.00013344671	0.0012654926
RP1-40E16.11	0.03212235	0.03338663	-0.0012642778	-0.087659396	0.9310946	0.0018112075	0.0012642778
MECOM	0.043744717	0.042480938	0.0012637787	0.07889841	0.93765426	0.0033525946	0.0012637787
LINC00163	0.0031179152	0.0043793702	-0.001261455	-0.25802723	0.79983735	0.00016532897	0.001261455
MSLNL	0.00058092043	0.001841656	-0.0012607356	-0.6528572	0.5261064	1.7268987e-05	0.0012607356
RP1-5O6.5	0.00058092043	0.001841656	-0.0012607356	-0.6528572	0.5261064	1.7268987e-05	0.0012607356
PANK4	1.9402493	1.9415058	-0.0012564659	-0.013610103	0.9892393	0.10670027	0.0012564659
RP11-566J3.2	0.006345401	0.0050894185	0.0012559826	0.20824452	0.8372817	0.00032379216	0.0012559826
RP11-598F7.4	0.011297155	0.012551886	-0.0012547309	-0.09351799	0.92692095	0.00095506007	0.0012547309
AKAP8	2.9947436	2.9959981	-0.0012545586	-0.021384561	0.9831427	0.03393244	0.0012545586
CTB-40H15.4	0.085327856	0.08407337	0.001254484	0.056977198	0.9551278	0.0046097776	0.001254484
RP11-16B13.1	0.016592352	0.015337894	0.001254458	0.16094698	0.8733196	0.0007565947	0.001254458
DPYD-AS2	0.0038364774	0.0050894185	-0.0012529411	-0.223655	0.82615083	0.00020117841	0.0012529411
SLFN14	0.055262458	0.054010794	0.001251664	0.04504139	0.9644673	0.008264599	0.001251664
RP11-752D24.3	0.007724913	0.0064761657	0.0012487471	0.22634324	0.8229407	0.0003281547	0.0012487471
FJX1	0.0085868295	0.0073394817	0.0012473478	0.20165345	0.8419992	0.00040583283	0.0012473478
EPHA10	0.015302347	0.014056445	0.0012459019	0.13416985	0.8944675	0.0009097669	0.0012459019
RP11-296A18.6	0.08968287	0.09092837	-0.0012454987	-0.050580624	0.9602545	0.004773289	0.0012454987
MRC1L1	0.08479655	0.083551615	0.0012449324	0.038526874	0.96972495	0.008119023	0.0012449324
AC053503.6	0.0031352271	0.0043793702	-0.0012441431	-0.253633	0.803128	0.00016927598	0.0012441431
L29074.3	0.007888847	0.006646015	0.0012428318	0.2177604	0.82982594	0.00030895747	0.0012428318
RP11-71H17.9	0.06252017	0.063762985	-0.0012428164	-0.058803968	0.95389175	0.0029736238	0.0012428164
RP11-468E2.2	0.008008353	0.006765709	0.0012426446	0.21851511	0.82901627	0.00034011554	0.0012426446
RP11-692P14.1	0.00085097586	0.0020927952	-0.0012418194	-0.5496739	0.5915437	2.928401e-05	0.0012418194
RP11-861E21.1	0.00085097586	0.0020927952	-0.0012418194	-0.5496739	0.5915437	2.928401e-05	0.0012418194
CTD-2576F9.2	0.008172866	0.0069310744	0.0012417915	0.20274171	0.841616	0.0003183834	0.0012417915
AC110769.3	0.030141959	0.028901648	0.0012403112	0.07374105	0.9422379	0.0017768545	0.0012403112
CYP26B1	0.0006059523	0.001841656	-0.0012357037	-0.6373609	0.5356323	1.7986611e-05	0.0012357037
RP11-508P1.2	0.0006059523	0.001841656	-0.0012357037	-0.6373609	0.5356323	1.7986611e-05	0.0012357037
RP11-626K17.3	0.05974708	0.058516957	0.0012301244	0.04884136	0.9616196	0.0049981656	0.0012301244
ZNF727	0.027333265	0.026103389	0.0012298767	0.08316991	0.9345283	0.0021135884	0.0012298767
CHRM5	0.004165041	0.0029356068	0.001229434	0.32051495	0.7512197	0.00017203312	0.001229434
KIAA0125	2.7975094	2.798735	-0.0012254715	-0.0094430465	0.99251544	0.27204373	0.0012254715
SNAP25-AS1	0.009247773	0.008025025	0.0012227483	0.17117319	0.86555946	0.00055972184	0.0012227483
RP4-715N11.2	0.0030607667	0.001841656	0.0012191107	0.40907216	0.6848011	0.000143781	0.0012191107
RP11-329B9.5	0.015831156	0.017049927	-0.0012187716	-0.08310675	0.93497247	0.0012522016	0.0012187716
PSMD3	3.5015516	3.5003357	0.0012159348	0.023978027	0.9809998	0.040589955	0.0012159348
KIAA1731	1.8338959	1.8351117	-0.0012158155	-0.019980645	0.98421586	0.043272704	0.0012158155
RHBDF1	0.018616231	0.019830042	-0.0012138113	-0.13882129	0.8905937	0.0009641007	0.0012138113
HOXA-AS3	0.011008913	0.009795831	0.0012130821	0.17613515	0.86164266	0.0005388263	0.0012130821
AP000593.7	0.0019894	0.0032016523	-0.0012122523	-0.32160446	0.7513853	0.00012369841	0.0012122523
RP11-450H6.3	0.0019894	0.0032016523	-0.0012122523	-0.32160446	0.7513853	0.00012369841	0.0012122523
RP11-513I15.6	0.7751948	0.77640647	-0.0012116432	-0.021372	0.98322546	0.02227917	0.0012116432
HNRNPUL2-BSCL2	0.033920366	0.035131697	-0.0012113303	-0.08547949	0.93262637	0.00215338	0.0012113303
RP11-697H9.2	0.0041450164	0.0029356068	0.0012094097	0.34165552	0.7361982	0.00011841623	0.0012094097
HAS1	0.08427201	0.08306496	0.0012070537	0.041512243	0.9671741	0.010966886	0.0012070537
UFD1L	3.8831482	3.8819442	0.0012040138	0.024953138	0.98032707	0.023247438	0.0012040138
RP11-138E2.1	0.32611313	0.32731697	-0.001203835	-0.032077327	0.97476137	0.012051406	0.001203835
RP11-579D7.4	0.0031762852	0.0043793702	-0.0012030851	-0.22238334	0.82612073	0.00029710183	0.0012030851
TAAR6	0.0031762852	0.0043793702	-0.0012030851	-0.22238334	0.82612073	0.00029710183	0.0012030851
TRIM39-RPP21	0.0031762852	0.0043793702	-0.0012030851	-0.22238334	0.82612073	0.00029710183	0.0012030851
ETV3L	0.021370701	0.022571255	-0.001200553	-0.10608524	0.9167557	0.0010201285	0.001200553
AC093850.2	0.0012000249	0.0	0.0012000249	1.0	0.32481232	3.5641475e-05	0.0012000249
IFNA5	0.0012000249	0.0	0.0012000249	1.0	0.32481232	3.5641475e-05	0.0012000249
LPHN2	0.0012000249	0.0	0.0012000249	1.0	0.32481232	3.5641475e-05	0.0012000249
OLFM4	0.0012000249	0.0	0.0012000249	1.0	0.32481232	3.5641475e-05	0.0012000249
AC113167.1	0.0017393683	0.0029356068	-0.0011962384	-0.3505757	0.730073	9.661829e-05	0.0011962384
RP11-849F2.4	0.008898539	0.010093296	-0.0011947574	-0.1479225	0.88414675	0.0005184532	0.0011947574
RP11-234K24.3	0.019160325	0.020354507	-0.0011941828	-0.11256256	0.9118507	0.00077425	0.0011941828
RP11-464C19.3	0.0156151615	0.016808936	-0.0011937749	-0.1348801	0.89396966	0.00079209177	0.0011937749
CSPG5	0.032933284	0.031739905	0.0011933781	0.10770803	0.91486853	0.0017954484	0.0011933781
RP11-322E11.5	0.013931538	0.012738279	0.0011932589	0.15777032	0.8759966	0.0006254483	0.0011932589
NFXL1	1.5293547	1.5281621	0.0011925697	0.026662273	0.97895277	0.02214241	0.0011925697
CTD-2292P10.2	0.007451441	0.006259272	0.0011921693	0.21374963	0.8323991	0.0003745258	0.0011921693
RP11-446J8.1	0.0023483976	0.0035405592	-0.0011921616	-0.30485517	0.76476115	0.000100049736	0.0011921616
RP11-114M1.1	0.007214465	0.008403904	-0.0011894386	-0.20354907	0.8402702	0.00041327527	0.0011894386
RP11-888D10.3	0.01076995	0.009581622	0.0011883285	0.18599334	0.85422885	0.00040771137	0.0011883285
RP11-566K11.4	0.004727456	0.0035405592	0.0011868966	0.24452591	0.8085786	0.0003030787	0.0011868966
LA16c-380H5.4	0.0011868727	0.0	0.0011868727	1.4365023	0.16056482	1.7034785e-05	0.0011868727
AL162389.1	0.003193291	0.0043793702	-0.0011860793	-0.21883534	0.8288369	0.00029975415	0.0011860793
GPR15	0.07412373	0.07530783	-0.0011840984	-0.045310393	0.964314	0.006415466	0.0011840984
PLET1	0.005562481	0.0043793702	0.0011831108	0.21618336	0.8308189	0.0003138653	0.0011831108
AC018470.4	0.0074013434	0.006221026	0.0011803173	0.2089384	0.83647573	0.00032291375	0.0011803173
RP11-567I13.1	0.042651787	0.041472767	0.0011790209	0.056979764	0.95521116	0.0034980553	0.0011790209
AC073133.2	0.0010883164	0.0022666452	-0.0011783288	-0.46863565	0.646115	4.249676e-05	0.0011783288
LUZPP1	0.00495922	0.006137259	-0.0011780388	-0.23621042	0.8156616	0.0002373416	0.0011780388
TBPL2	0.060684044	0.059506617	0.0011774264	0.06380473	0.94983125	0.0028843065	0.0011774264
ATL1	0.8403679	0.8415419	-0.0011739731	-0.014564793	0.98854095	0.054705076	0.0011739731
RP11-650L12.2	0.0020528699	0.0032251498	-0.0011722799	-0.3322256	0.7445868	7.7196615e-05	0.0011722799
